Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.332,0.222,243.88,1.6,0,2,1
2.646,0.128,235.25,11.2,0,0,17
1.312,0.064,236.18,5.4,0,1,17
0.178,0,244.1,1,0,0,1
0.206,0.056,244.08,0.8,0,0,0
1.432,0.052,239.92,6,0,0,18
0.736,0.216,242.12,3.2,0,0,0
0.29,0,240.53,1.4,0,0,0
0.268,0.128,243.42,1.2,0,0,1
0.336,0.2,239.38,1.6,0,0,0
0.35,0.266,239.45,1.8,0,0,1
0.324,0,239.48,1.4,0,0,0
0.302,0.116,241.94,1.4,0,0,1
1.376,0,237.95,5.8,1,0,0
0.492,0.268,242.42,2.2,0,2,1
0.252,0.124,243.72,1.2,0,1,1
0.364,0.292,241.73,2,0,1,0
0.354,0.104,243.06,1.4,0,0,1
,,,,,,
0.422,0.336,238.52,2.2,0,1,0
0.226,0.08,238.56,1,0,0,1
0.378,0.222,245.97,1.8,0,1,0
1.436,0,236.15,6,0,0,18
1.436,0,240.33,6,0,2,19
1.358,0.34,239.3,5.8,0,0,12
0.342,0.236,239.89,1.6,0,1,1
1.376,0.07,240.52,5.6,0,0,18
1.532,0.064,236.66,6.6,0,0,18
,,,,,,
1.408,0.16,240.04,5.8,0,1,18
0.324,0.13,243.22,1.4,0,0,0
1.444,0,237.9,6,0,0,17
0.216,0.064,240.14,1,0,0,1
2.512,0.162,240.73,10.4,0,0,29
1.41,0.074,240.36,5.8,0,0,19
0.476,0.086,247.33,2.2,0,0,0
2,0.386,237.31,8.6,0,0,29
1.426,0.176,238.6,6,0,1,18
0.234,0.13,237.9,1.2,0,1,0
3.712,0.126,239.84,15.4,38,0,18
1.624,0.174,241.84,6.8,0,1,18
1.752,0.364,239.16,7.4,1,0,11
0.93,0.226,236.44,4,0,1,0
0.174,0.156,243.14,0.8,0,0,0
4.59,0.26,236.82,19.4,0,37,18
0.332,0.134,240.67,1.4,0,0,0
0.31,0.072,235.3,1.4,0,0,0
1.304,0.132,238.14,5.4,0,0,0
0.222,0.046,245.94,0.8,0,0,0
0.284,0.078,240.43,1.2,0,0,0
0.434,0,242.12,1.8,0,0,1
0.202,0.046,239.9,0.8,0,0,0
0.292,0.108,243.76,1.2,0,0,0
1.378,0,240.42,5.6,1,0,17
0.41,0.264,244.8,2,0,2,1
1.552,0,241.42,6.4,0,0,18
0.5,0.314,242.31,2.4,0,0,0
3.776,0.42,239.06,15.8,0,0,17
0.25,0,246.16,1,0,0,1
1.994,0.102,236.7,8.4,0,1,17
2.232,0,240.95,9.2,0,0,18
0.24,0.116,241.06,1,0,0,1
0.484,0.224,242.63,2.2,0,0,1
0.29,0.1,242.15,1.2,0,2,0
0.822,0,249.81,3.4,0,0,0
0.296,0.094,236.93,1.2,0,0,0
0.22,0,243.69,0.8,0,0,0
1.51,0,241.65,6.2,0,0,0
1.728,0.64,238.33,7.6,1,0,18
1.712,0.066,240.12,7.2,0,2,0
1.582,0.092,241.35,6.6,2,0,19
0.742,0.2,245.67,3.2,0,4,1
3.97,0,237.23,16.6,0,0,18
1.45,0.078,239.62,6.2,0,0,1
0.138,0,242.13,0.6,0,0,1
1.428,0.084,241.92,5.8,0,0,19
1.306,0.06,237.09,5.4,0,0,18
0.212,0,249.39,0.8,0,0,0
4.774,0.09,237.64,20,0,37,0
0.54,0.228,245.32,2.6,0,1,0
0.24,0.09,238.92,1,0,0,0
2.272,0,235.54,9.6,0,0,0
1.19,0,238.84,5,0,0,18
1.534,0,242.09,6.2,0,0,18
1.1,0,240.28,4.6,0,0,1
1.592,0.326,241.93,6.6,0,1,18
0.256,0.072,240.46,1.2,0,0,1
1.618,0.064,242.64,6.8,0,0,18
0.288,0.118,241.71,1.2,1,0,0
0.246,0,241.64,1,0,0,0
1.47,0.186,239.07,6.2,0,1,0
1.34,0.212,238.08,5.6,0,1,17
0.144,0,242.68,0.6,0,0,1
0.25,0.102,238.17,1,0,0,1
1.432,0,239.56,6,2,0,18
1.294,0.08,238.78,5.4,0,0,18
0.306,0.064,245.49,1.4,0,0,0
0.318,0.248,243.8,1.6,0,0,0
0.47,0,242.03,2,0,0,1
2.064,0.242,241.14,8.6,0,0,19
0.964,0.324,239.87,4.2,0,0,12
0.254,0.07,239.97,1,0,0,0
3.112,0.052,240.53,13.2,0,0,18
0.406,0,241.97,2,0,0,0
1.392,0,239.13,5.8,0,0,18
0.224,0.08,238.92,1,0,0,1
0.466,0.156,241.77,2,0,0,0
0.528,0.15,237.45,2.4,0,0,0
1.374,0.082,241.37,5.6,0,0,17
0.442,0.156,242.56,1.8,0,0,1
0.082,0,241.76,0.2,0,0,1
0.846,0.066,241.75,3.6,0,2,0
0.324,0.094,247.84,1.4,0,1,0
0.232,0.116,240.07,1,0,0,0
0.158,0.124,240.99,0.8,0,0,1
3.78,0.306,237.53,15.8,0,0,18
1.376,0.046,244.83,5.6,0,0,19
0.306,0.076,243.48,1.2,0,0,0
0.228,0,243.64,1,0,0,0
0.25,0.046,245.07,1,0,0,0
0.242,0.118,239.12,1,0,0,0
1.072,0,240.06,4.4,0,0,1
0.646,0,243.06,2.6,0,0,1
0.402,0.204,239.72,1.8,0,0,1
0.208,0.098,240.97,1,0,0,1
0.306,0.112,243.14,1.2,0,0,0
0.252,0.26,241.97,1.4,0,0,1
0.322,0.25,244.29,1.6,0,1,1
0.35,0,248.41,1.6,0,0,0
0.48,0,241.77,2,0,0,1
0.29,0.084,236.21,1.2,0,2,0
0.33,0.128,239.64,1.4,0,1,0
0.342,0.252,239.96,1.8,0,0,0
0.932,0.122,241.11,4,1,0,0
2.02,0.062,237.93,8.4,0,0,0
0.136,0,241,0.6,0,0,1
0.3,0.046,243.95,1.2,0,0,1
0.226,0.06,249.2,1,0,0,0
0.762,0,245.72,3,0,0,1
1.26,0.142,239.68,5.6,1,0,8
1.8,0.57,237.09,8,0,1,1
0.338,0.1,239.31,1.4,0,0,0
0.232,0.114,240.49,1,0,1,1
2.906,0.514,239.57,14,23,1,9
0.302,0.08,239.3,1.2,0,0,1
0.45,0,246.64,1.8,0,0,1
2.252,0.076,235.55,9.4,0,0,17
2.254,0.074,236.66,9.4,2,0,17
0.586,0.052,238.24,2.6,0,0,0
2.088,0.09,242.2,8.6,0,0,18
0.238,0,244.17,1,0,0,0
,,,,,,
0.448,0.122,239.55,2.2,0,0,1
0.314,0.104,239.59,1.4,0,0,0
0.24,0.064,241.82,1,0,0,1
2.798,0.428,240.1,12,0,16,17
0.6,0.1,241.7,2.4,0,0,1
0.408,0.212,243.69,1.8,0,2,0
0.246,0,245.36,1,0,0,1
0.218,0,242.24,0.8,0,0,0
0.758,0.318,243.75,3.4,0,1,0
0.856,0,243.84,3.6,0,0,0
0.258,0.122,242.49,1.2,0,0,0
0.362,0.11,243.2,1.6,0,0,0
0.282,0.234,243.47,1.4,0,2,1
0.158,0,242.61,0.6,0,0,1
4.886,0.294,233.44,21,1,36,0
1.948,0,237.88,8.2,0,0,17
0.248,0.106,241.63,1,0,2,1
1.002,0.198,241.97,4.2,0,0,1
0.406,0.236,242.41,1.8,0,1,1
0.292,0.24,244.26,1.4,0,1,0
1.282,0.072,234.16,5.4,0,1,17
,,,,,,
1.004,0.192,240.62,4.2,0,0,0
1.958,0.06,236.77,8.4,0,12,0
0.416,0.21,244.29,1.8,0,1,1
0.512,0,240.45,2,0,0,0
0.234,0.054,245.6,1,0,0,0
0.278,0,249.69,1.2,0,0,0
0.316,0.254,241.55,1.6,0,1,0
0.306,0,240.58,1.2,1,0,1
0.25,0.066,239.67,1,0,0,1
2.402,0.206,242.01,10,0,0,18
0.24,0.074,241.52,1.2,0,0,0
0.328,0.122,242.28,1.4,0,0,0
1.506,0.14,242.92,6.2,0,0,19
2.844,0,241.12,11.8,0,0,0
1.554,0.084,245.82,6.2,0,1,19
0.23,0,244.48,0.8,0,0,0
0.31,0.09,246.2,1.2,0,1,0
0.316,0.088,234.24,1.4,0,0,0
0.246,0.114,235.27,1.2,0,0,1
,,,,,,
0.296,0.094,244.88,1.2,0,2,0
0.304,0,247.63,1.2,0,0,1
3.648,0,240.53,15,0,0,18
0.232,0.116,238.9,1,0,0,1
,,,,,,
4.142,0.254,238.94,17.2,38,0,18
0.134,0,241.45,0.6,0,0,1
0.22,0.086,240.22,1,0,0,1
0.226,0,244.74,1,0,0,0
3.676,0,239.28,15.2,0,40,18
3.014,0.304,236.12,13.4,13,0,0
0.218,0,241.13,1,0,0,0
0.378,0.266,240.4,2,0,2,1
0.6,0.286,245,2.8,0,0,0
1.662,0,238.8,6.8,0,0,18
5.354,0.224,238.68,22.6,39,0,18
1.888,0,238.89,7.8,0,0,18
1.09,0.1,236.88,4.6,1,0,0
1.332,0.056,238.09,5.6,0,0,18
0.392,0.216,242.35,1.8,0,0,0
0.232,0.1,240.99,1,0,2,0
0.3,0.11,243.52,1.2,0,0,0
1.57,0.138,244.84,6.4,0,0,19
4.05,0.302,231.61,17.4,0,35,17
,,,,,,
2.596,0.48,232.46,11.2,0,0,0
0.248,0.048,240.58,1,0,0,1
0.234,0,244.53,1,0,0,0
0.132,0,242.14,0.6,0,0,0
1.476,0.194,241.93,6,0,2,18
3.45,0.086,238.87,14.6,0,38,0
2.356,0.212,239.79,9.8,0,0,17
0.694,0.058,231.02,3.2,0,0,0
0.29,0.076,240.83,1.2,0,0,0
0.434,0.19,243.72,2,0,0,0
0.238,0.128,242.98,1,0,0,1
1.848,0.17,239.28,7.6,0,0,18
0.432,0.1,240.01,1.8,0,0,1
0.22,0.11,234.91,1,0,1,0
0.364,0.114,243.03,1.6,0,0,0
3.64,0.18,236.46,15.8,0,30,17
1.482,0,241.84,6.2,0,0,18
0.32,0.096,242.21,1.4,0,0,0
2.478,0.174,238.33,10.4,0,2,17
0.35,0.2,241.69,1.6,0,0,1
1.428,0.242,242.32,6,0,1,18
2.524,0.394,242.24,10.8,7,1,18
1.494,0.168,240.1,6.2,0,0,18
2.82,0.106,240.27,11.8,0,0,17
0.122,0,237.59,0.6,0,0,0
1.392,0.058,242.55,5.6,0,0,19
0.306,0.1,242.51,1.2,0,1,0
0.268,0,243.68,1.2,0,0,1
1.44,0.174,242.44,6,0,1,0
1.836,0,240.85,7.6,0,0,18
1.054,0.29,241.93,4.4,0,1,0
0.244,0.09,239.92,1,0,0,0
0.296,0.146,240.5,1.4,0,0,1
0.888,0.25,248.61,3.6,1,2,0
1.372,0.072,242.84,5.6,0,2,18
0.12,0,232.58,0.6,0,0,0
0.3,0.106,241.78,1.4,0,2,0
3.812,0.1,236.93,16,0,2,17
0.11,0,232.44,0.6,0,0,0
0.468,0.216,242.28,2.2,0,2,0
0.34,0.22,240.82,1.6,0,0,1
1.286,0.314,236.34,5.6,0,0,13
2.544,0.054,241.74,10.4,0,0,18
0.238,0.14,245.36,1,0,2,1
2.3,0.05,240.33,10,0,27,0
1.286,0,240.78,5.2,0,0,18
1.288,0,240.48,5.2,0,0,18
0.288,0,247.37,1.2,0,0,0
0.382,0,245,1.8,0,0,1
0.406,0.076,243.32,1.8,0,0,0
1.318,0.072,238.96,5.4,0,0,18
2.352,0.27,241.98,9.8,1,2,19
1.672,0,243.6,7.4,0,0,19
0.474,0.226,242.14,2.2,0,2,1
0.238,0.062,241.57,1,0,0,0
1.758,0.382,239.48,7.4,1,1,18
0.566,0.268,238.33,2.6,0,0,0
0.446,0.194,245.45,2,0,0,1
0.274,0,241.49,1.2,0,0,1
0.218,0.124,240.28,1,0,2,0
0.228,0.13,241.73,1,0,1,0
0.24,0,241.76,1,0,0,1
0.392,0.232,241.42,1.8,0,0,0
0.278,0,247.97,1.2,0,0,0
0.238,0,243.26,1,0,0,0
0.314,0.09,237.73,1.4,0,1,1
0.746,0.056,237.37,3,0,0,0
2.688,0,236.78,11.4,0,0,17
1.832,0.204,240.7,7.6,0,0,18
0.296,0.082,245.87,1.2,0,0,1
1.598,0.106,238.81,6.6,0,0,18
0.908,0.092,239.4,3.8,0,0,0
0.318,0.086,243.3,1.4,0,0,0
0.206,0.062,240.95,0.8,0,0,0
1.248,0.226,240.36,5.2,0,0,1
2.184,0.214,241.14,9,0,0,18
0.322,0.064,246.04,1.4,0,0,1
0.194,0,241.28,0.8,0,0,1
0.302,0.112,242.89,1.2,0,0,0
0.222,0.12,244.37,1,0,1,0
0.508,0.252,244.39,2.2,0,1,1
1.508,0.222,244.58,6.2,0,0,19
0.45,0,245.1,2.2,0,0,0
1.408,0.112,240.9,5.8,0,0,18
1.366,0,239.58,5.6,0,0,18
3.718,0,237.75,15.6,0,0,18
0.294,0,245.91,1.2,0,0,0
1.444,0,239.58,6,0,0,1
0.466,0.152,229.69,2,0,0,1
0.494,0.192,241.72,2.2,0,1,0
0.556,0.088,242.09,2.2,0,0,0
0.51,0.23,242.41,2.4,0,2,1
1.778,0.056,235.01,7.6,0,0,17
0.19,0.084,241.76,1,0,0,0
2.38,0.308,236.52,10,0,0,17
1.524,0,241.83,6.2,1,0,18
0.388,0.192,239.31,1.8,0,0,0
1.25,0.066,238.65,5.2,0,0,17
0.262,0.082,246.97,1.2,0,0,0
1.442,0.058,245.26,5.8,0,0,19
0.766,0.348,239.39,3.4,0,2,0
1.168,0,237.99,4.8,0,0,18
2.506,0,240.61,10.4,38,0,0
0.622,0.1,239.07,3,0,0,0
0.324,0.13,242.78,1.4,0,0,0
3.094,0.05,238.67,13,0,1,18
0.412,0.214,239.82,1.8,0,0,0
0.334,0,240.54,1.4,0,0,0
0.464,0.228,242.47,2,0,1,0
0.328,0.13,244.54,1.4,0,0,0
0.906,0.308,240.67,3.8,0,0,1
4.05,0.294,230.68,17.6,0,0,16
0.306,0.096,249.25,1.2,0,1,0
1.152,0,240.06,4.8,1,0,1
2.366,0.556,238.13,10.6,0,0,0
1.454,0.31,243.74,6,0,1,1
0.212,0.128,243,1,0,1,0
2.336,0.364,239.94,9.8,0,4,17
0.22,0,245.04,1,0,0,0
0.308,0.094,242.87,1.2,0,0,0
2.616,0.384,243.21,11.4,0,0,19
0.35,0.104,248.27,1.4,0,0,0
0.172,0.098,236.95,0.8,0,0,0
1.348,0.158,240.31,5.6,0,0,11
0.41,0.194,244.78,1.8,0,0,1
1.5,0.05,240.24,6.2,0,0,19
1.334,0.046,240.5,5.4,0,0,19
0.742,0.182,240.77,3,0,1,1
0.406,0.122,244.62,1.8,0,0,0
0.126,0,237.38,0.6,0,0,0
0.38,0.146,244.97,1.6,0,0,0
1.426,0,238.91,6.2,0,0,0
0.394,0.11,243.04,1.8,0,0,0
0.08,0,239.75,0.2,0,0,0
0.168,0.144,241.58,0.8,0,0,1
1.304,0.066,240.9,5.4,0,1,19
2.77,0.322,238.79,11.8,0,1,24
4.864,0.088,240.58,20.4,0,53,18
2.374,0.086,231.41,10.2,0,0,0
2.498,0.09,239.16,10.4,0,0,17
0.25,0,240.23,1,0,0,0
1.914,0.218,240.06,8.2,0,1,18
0.16,0,236.14,1,0,0,0
3.696,0.176,237.04,15.6,37,0,17
5.768,0.25,228.87,25.2,0,34,16
1.668,0.1,240.83,7,0,0,18
0.122,0,238.26,0.6,0,0,0
0.248,0,245.66,1,0,0,0
5.13,0.198,235.57,21.8,37,0,17
0.422,0.126,245.64,1.8,0,0,0
0.15,0,233.02,0.6,0,0,0
0.306,0.09,242.17,1.2,0,0,0
1.552,0.074,239.76,6.4,0,0,18
1.282,0.198,233.09,5.4,0,0,16
0.41,0,237.26,2.2,0,0,6
0.284,0.048,235.64,1.2,0,0,0
0.616,0.132,244.84,2.8,0,0,0
0.208,0.064,243.79,0.8,0,0,0
1.44,0,240.9,6,0,0,18
1.134,0,243.05,4.6,0,0,0
0.746,0.054,240.06,3,0,0,0
1.48,0,236.13,6.2,0,0,18
0.33,0.258,243.69,1.6,0,0,1
2.59,0.184,239.53,10.8,0,4,17
1.726,0,242.18,7,0,0,0
0.44,0.104,243.47,2,0,0,0
0.338,0.214,240.21,1.6,0,2,0
0.97,0.244,246.13,4.8,1,0,0
0.506,0.238,241.75,2.4,0,2,0
0.222,0,242.5,1,0,0,0
0.326,0.126,239.36,1.4,0,0,1
1.736,0.122,240.84,7.2,0,0,0
0.876,0.244,240.93,3.6,0,1,0
0.324,0,238.6,1.6,0,0,0
1.696,0.05,240.33,7,1,0,19
1.454,0.078,242.23,6,0,0,18
3.772,0,239.26,15.6,38,0,18
0.222,0,244.21,1,0,0,0
1.944,0.082,242.58,8,0,1,19
0.292,0.116,242.16,1.2,0,0,1
1.268,0.056,239.43,5.2,0,0,18
0.222,0,239.87,1.2,0,0,1
,,,,,,
1.418,0.088,241.44,5.8,0,0,0
0.602,0.1,242.65,2.6,0,0,0
0.122,0,237.93,0.6,0,0,0
0.254,0.09,242.36,1.2,0,0,1
0.392,0.252,244.22,1.8,0,0,0
0.098,0,242.56,0.4,0,0,0
1.262,0.084,240.03,5.2,0,0,18
1.044,0.378,242.37,4.6,0,1,12
0.274,0.072,242.86,1.2,0,0,0
0.12,0,237.36,0.6,0,0,0
0.232,0.056,239.37,1,0,1,1
2.49,0.236,240.78,10.8,0,20,18
0.176,0,239.71,0.8,0,0,0
0.316,0.072,246.66,1.2,0,0,0
2.494,0.248,243.9,10.2,0,0,18
2.728,0.292,241.57,11.2,1,1,18
1.306,0,240.91,5.4,0,0,1
1.556,0.054,240.68,6.4,0,0,18
1.234,0.086,237.81,5.2,0,1,18
1.284,0,239.01,5.4,0,0,18
1.488,0.092,242.59,6,0,0,18
0.468,0.294,236,2.2,0,1,1
0.396,0.118,241.57,1.6,1,1,0
1.336,0.08,239.26,5.6,0,0,18
1.606,0.088,240.59,6.6,0,0,18
0.254,0.05,239.39,1.2,0,0,0
,,,,,,
6.056,0.26,234.22,26.2,0,59,18
1.304,0,243.05,5.2,0,0,18
0.308,0,237.01,1.2,0,0,0
1.464,0.256,241.65,6,0,1,19
1.974,0.234,238.51,8.4,0,0,17
1.848,0.216,236.01,7.8,1,0,17
1.55,0.296,241.66,6.4,1,0,11
0.152,0.092,241.21,1,0,0,1
4.096,0.082,237.17,17.2,0,0,17
1.22,0,237.51,5,0,0,18
5.432,0.406,233.94,23.2,38,0,0
1.424,0,235.86,6,0,0,17
2.428,0.054,239.28,10,2,0,18
0.272,0.176,245.95,1.2,0,0,1
1.384,0.07,244.05,5.6,0,0,18
1.88,0,238.73,7.8,0,1,0
0.202,0.14,241.17,1,0,0,0
0.38,0,242.26,1.6,0,0,0
1.336,0,238.57,5.6,1,0,17
0.448,0,242.55,1.8,0,0,0
0.286,0.106,241.02,1.2,0,0,1
3.042,0.292,237.74,12.8,0,1,18
0.884,0.256,241.83,3.8,0,0,1
1.426,0,241.32,6,0,0,0
0.56,0.282,242.92,2.6,0,2,0
0.3,0.092,241.56,1.2,0,0,0
1.974,0.452,240.44,8.4,0,1,19
0.262,0,246.66,1,0,0,1
1.874,0.166,233.43,8,0,0,16
2.286,0.186,242.52,9.4,0,2,18
0.13,0,241.86,0.6,0,0,0
0.264,0.122,242.81,1.2,0,0,1
,,,,,,
,,,,,,
1.536,0.108,244.11,6.2,0,0,19
2.242,0.052,237.33,9.4,0,0,17
2.332,0.07,238.37,10.2,0,0,19
0.378,0.118,242.35,1.6,0,1,1
0.384,0.194,241.58,1.6,0,0,1
0.246,0,243.4,1,0,0,1
0.238,0.136,241.01,1,0,0,0
1.238,0,241.98,5,0,0,19
0.318,0.248,240.63,1.6,0,0,1
0.396,0.202,242.25,1.8,0,0,0
0.35,0.096,240.93,1.4,0,2,0
0.412,0.074,241.64,1.8,0,0,0
1.434,0.054,245.17,5.8,0,0,20
1.584,0,239.13,6.6,0,1,18
3.77,0.322,242.68,15.8,0,40,0
0.314,0.124,243,1.4,0,1,0
0.968,0.224,242.63,4,0,1,11
0.288,0.064,244.36,1.2,0,0,0
0.916,0.406,242.37,4.2,0,0,9
0.318,0.124,242.36,1.4,0,0,0
0.218,0,243.25,0.8,0,0,0
1.78,0.12,239.19,7.4,0,2,18
0.216,0,247.24,0.8,0,0,0
0.834,0.23,238.64,3.6,0,0,10
0.374,0,243.13,1.6,0,0,0
1.334,0,242.41,5.4,0,0,19
1.88,0.162,238.23,7.8,0,0,0
2.746,0,242.46,11.8,0,0,15
0.388,0.234,242.73,1.8,0,0,0
1.614,0,247.23,6.4,0,0,19
0.128,0,237.63,0.6,0,0,0
0.348,0,243.8,1.4,0,0,0
2.634,0.272,242.41,10.8,0,38,0
1.45,0.056,245.55,5.8,0,1,19
2.576,0.086,242.58,10.6,0,0,18
1.396,0.234,242.9,5.8,0,1,19
0.632,0.1,242.95,2.6,0,0,0
0.614,0,241.61,2.6,0,0,0
1.474,0,236.02,6.2,0,0,17
0.292,0.064,244.28,1.2,0,2,0
1.49,0.192,242.72,6.2,0,0,19
1.88,0.218,239.24,7.8,0,0,17
0.382,0.182,238.22,1.8,0,1,1
1.498,0.094,240.78,6.2,0,0,0
3.534,0.494,231.06,15.8,0,20,1
0.112,0,242.61,0.4,0,0,0
0.408,0,246.38,1.8,0,0,1
0.206,0.112,245.43,0.8,0,0,1
0.368,0.074,239.85,1.6,0,0,0
0.452,0.118,244.33,1.8,0,1,1
0.3,0,245.51,1.2,0,0,0
0.808,0.198,237.77,3.6,0,0,9
1.368,0.146,240.04,5.6,0,0,17
2.036,0,242.27,8.4,0,0,18
3.85,0.16,230.83,16.6,35,2,16
0.248,0,246.34,1,0,0,1
1.424,0.104,245.14,5.8,0,0,1
1.192,0.18,241.58,5,0,2,3
1.46,0.07,239.07,6,0,0,18
0.386,0.274,241.99,2,0,1,1
0.168,0.102,241.35,0.8,0,0,0
0.266,0,245.41,1.4,0,0,0
0.386,0.048,239.41,1.6,0,1,0
0.2,0.084,240.81,0.8,0,1,0
0.386,0.078,240.67,1.6,0,0,1
0.37,0.058,231.46,1.6,0,0,0
1.264,0,237.04,5.2,0,0,17
2.502,0.36,239.27,10.4,1,0,18
0.316,0.216,244.31,1.6,0,1,1
,,,,,,
1.794,0.188,238.55,7.4,0,0,18
2.362,0.18,238.2,10,1,0,1
3.57,0,239.19,14.8,0,38,18
1.968,0.11,249.47,7.8,0,0,19
0.326,0,244.84,1.4,0,0,0
0.324,0,245.18,1.4,0,0,0
0.282,0,247.21,1.2,0,0,1
0.304,0.088,244.98,1.2,0,2,0
0.322,0.106,241.84,1.4,0,0,0
0.254,0,241.48,1,0,0,0
,,,,,,
1.45,0.076,239.3,6,0,0,18
0.378,0.084,234.62,1.6,0,0,0
0.348,0.074,245.22,1.4,0,0,0
0.24,0,245.95,1,0,0,1
0.218,0,246.12,0.8,0,0,0
1.606,0.13,238.64,6.8,0,0,18
1.902,0.08,243.46,7.8,0,2,19
1.622,0.124,240.68,6.6,1,1,18
0.38,0.132,247.47,1.6,0,1,0
0.138,0,241.63,0.6,0,0,0
1.826,0.21,241.17,7.6,1,4,18
0.138,0,242.42,0.6,0,0,0
1.59,0.16,242.54,6.6,1,0,18
0.31,0.102,240.72,1.4,0,0,0
0.268,0,241.38,1,0,0,1
2.822,0.756,232.62,12.6,1,0,0
1.854,0.214,240.89,7.6,0,2,19
1.254,0,241.45,5.2,1,0,18
1.432,0.122,243.77,5.8,0,0,0
1.764,0,246.51,7,0,0,19
2.202,0.078,238.84,9.2,0,0,1
2.828,0.124,238.49,11.8,38,0,0
2.114,0.056,242.31,8.6,0,0,18
0.768,0.226,241.4,3.2,0,2,0
0.296,0.194,237.33,1.6,0,0,0
1.278,0,235.61,5.4,0,0,17
,,,,,,
0.264,0,242.81,1,0,0,0
2.178,0.248,244.13,8.8,1,1,19
0.208,0.08,242.39,0.8,0,0,1
0.31,0.098,240.8,1.4,0,1,0
0.502,0.094,242.53,2.4,0,0,0
0.228,0.05,246.34,1,0,0,0
2.492,0.066,239.1,10.4,0,0,18
0.542,0,240.89,2.2,0,0,0
0.39,0.13,243.54,1.6,0,0,1
1.426,0.084,240.55,5.8,0,0,1
0.98,0.052,241.44,4,0,0,0
0.1,0,235.81,0.4,0,0,0
0.596,0,246.06,2.4,0,0,0
1.724,0.084,246.75,7,0,0,0
1.31,0,241.51,5.4,0,0,18
0.284,0.102,239.59,1.2,0,1,0
0.992,0.276,242.88,4.2,0,1,12
0.902,0.222,245.13,3.8,0,0,0
0.316,0.094,238.78,1.4,0,2,0
0.412,0.23,246.61,1.8,0,0,0
1.534,0,241.25,6.4,0,0,0
1.316,0.106,239.23,5.4,0,2,19
1.85,0,244.27,7.6,0,0,18
0.336,0.108,241.09,1.4,0,0,1
1.476,0.12,239.66,6.2,2,1,17
0.418,0.244,242.73,2,0,1,1
0.256,0,241.34,1,0,0,1
2.964,0.098,238.07,13,0,48,1
1.59,0.184,238.7,6.6,0,0,17
0.726,0,240.2,3,0,0,0
1.748,0.054,242.21,7.2,0,0,19
1.81,0.062,234.44,7.6,0,1,17
0.916,0,242.89,3.8,0,0,1
0.424,0,250.22,1.8,0,0,1
1.576,0.246,244.27,6.4,0,1,18
0.136,0,241,0.6,0,0,1
1.726,0.09,240.59,7,1,0,18
0.238,0,238.7,1,0,0,0
,,,,,,
0.31,0.07,236.97,1.2,0,1,1
0.412,0.094,240.04,1.8,0,0,1
0.286,0,247.67,1.2,0,0,0
1.396,0.118,241.29,5.8,0,0,18
0.332,0.068,235.82,1.4,0,1,0
1.612,0,245.7,6.8,0,24,1
0.328,0.216,241.42,1.6,0,0,1
2.106,0.286,236.85,9,0,1,18
1.304,0.078,234.53,5.4,0,0,16
1.364,0,236.99,5.8,0,0,0
2.898,0.252,241.28,12,1,38,1
0.31,0,243.14,1.4,0,0,0
1.078,0.046,240.61,4.8,0,0,0
1.396,0,245.11,5.6,0,0,19
0.678,0,246.22,3.2,0,5,0
0.358,0.142,242.67,1.6,0,0,0
0.358,0.086,243.46,1.6,0,2,0
0.306,0.088,240.89,1.2,0,0,0
0.116,0,242.23,0.6,0,0,0
1.668,0.326,240.59,7,0,0,0
3.136,0.216,242.94,13.6,27,0,19
0.29,0.11,237.58,1.2,0,0,0
1.174,0,238.47,4.8,0,0,17
0.162,0.058,242.2,0.8,0,0,0
0.424,0.05,242.25,2,0,0,0
0.354,0.098,243.33,1.6,0,0,0
1.988,0.128,243.07,8.2,0,0,18
3.354,0.12,237.37,14,0,0,17
1.636,0.162,242.2,6.8,0,0,0
1.602,0.118,242.12,6.6,1,0,18
1.294,0.064,239.75,5.4,0,1,18
0.236,0,239.67,1,0,1,0
1.704,0.098,235.67,7.2,0,0,18
1.67,0.402,240.43,7,1,1,19
0.282,0.112,241.22,1.2,0,0,0
0.32,0.09,243.16,1.4,0,0,0
0.244,0.046,241.5,1.2,0,0,1
0.24,0.132,243.22,1,0,0,1
3.284,0.254,237.75,13.8,37,0,0
0.22,0,240.34,0.8,0,0,1
3.178,0.266,236.71,13.4,38,0,1
2.438,0.292,236.75,10.6,0,28,0
1.242,0,239.96,5.2,0,0,19
0.136,0,239.16,0.6,0,0,0
1.178,0.076,232.04,5,0,0,16
1.298,0.086,240.21,5.4,0,0,18
0.244,0.112,242.75,1,0,0,1
0.324,0.074,245.44,1.4,0,0,1
0.486,0,241.68,2,0,0,0
0.412,0.222,244.9,1.8,0,0,0
2.53,0.438,239,10.6,1,0,18
4.652,0.15,234,19.8,0,0,0
0.438,0.2,242.88,2,0,0,0
1.93,0.106,237.65,8.2,0,2,0
0.384,0.138,246.87,1.6,0,0,0
0.316,0.13,239.9,1.4,0,0,0
0.814,0.072,238.92,3.4,0,2,0
0.916,0.046,237.28,4,0,0,0
1.05,0.198,249.41,4.2,0,2,0
0.244,0.096,240.7,1.2,0,0,0
3.09,0.216,238.02,13,0,0,18
0.782,0.228,240.87,3.4,0,1,0
0.374,0,243.07,1.6,0,0,0
4.72,0.312,229.79,20.6,37,0,0
